sale_id,product_id,customer_id,sale_date,quantity,unit_price,discount_pct,discount_amount,total_amount
1253,132,27,2023-12-25,14,2.84,10,3.98,35.78
1254,141,82,2024-12-22,18,6.89,0,0.0,124.02
1255,206,73,2023-06-25,37,2.02,0,0.0,74.74
1256,19,80,2024-07-07,40,4.35,0,0.0,174.0
1257,114,13,2024-04-27,9,4.72,0,0.0,42.48
1258,232,13,2023-02-25,7,7.06,5,2.47,46.95
1259,23,110,2024-12-22,26,2.72,0,0.0,70.72
1260,153,115,2023-11-16,40,1.68,0,0.0,67.2
1261,86,51,2024-11-17,46,7.88,20,72.5,289.98
1262,208,137,2024-04-21,6,2.29,20,2.75,10.99
1263,146,34,2024-12-16,6,4.54,20,5.45,21.79
1264,120,25,2024-12-01,30,8.81,0,0.0,264.3
1265,165,120,2023-08-18,31,4.87,0,0.0,150.97
1266,37,67,2023-07-07,24,5.96,5,7.15,135.89
1267,180,85,2024-05-14,21,5.14,5,5.4,102.54
1268,8,17,2023-12-26,31,7.56,0,0.0,234.36
1269,123,119,2023-12-23,11,3.5,0,0.0,38.5
1270,155,148,2023-04-16,9,4.6,10,4.14,37.26
1271,104,28,2024-10-27,21,3.54,10,7.43,66.91
1272,19,78,2024-02-15,35,4.35,5,7.61,144.64
1273,152,106,2023-09-07,16,3.18,10,5.09,45.79
1274,141,41,2023-03-09,31,6.89,5,10.68,202.91
1275,88,54,2024-03-17,45,2.4,10,10.8,97.2
1276,201,112,2023-12-17,37,8.55,20,63.27,253.08
1277,140,61,2024-11-16,12,6.17,15,11.11,62.93
1278,20,147,2024-08-29,32,2.72,0,0.0,87.04
1279,153,119,2023-04-10,21,1.68,10,3.53,31.75
1280,211,114,2024-02-20,12,6.11,0,0.0,73.32
1281,18,28,2024-09-02,44,8.88,20,78.14,312.58
1282,198,98,2024-10-22,21,7.33,5,7.7,146.23
1283,170,16,2023-05-23,6,2.54,0,0.0,15.24
1284,228,149,2023-01-01,49,4.69,15,34.47,195.34
1285,194,38,2024-04-08,43,3.29,0,0.0,141.47
1286,137,75,2024-08-14,25,3.41,10,8.53,76.72
1287,115,51,2023-11-21,14,4.23,15,8.88,50.34
1288,77,146,2024-03-21,44,7.98,0,0.0,351.12
1289,184,89,2023-01-09,6,2.13,10,1.28,11.5
1290,157,131,2023-05-11,26,4.49,20,23.35,93.39
1291,219,76,2024-07-16,4,8.09,0,0.0,32.36
1292,14,1,2024-01-03,46,5.52,10,25.39,228.53
1293,29,73,2024-03-18,2,8.13,0,0.0,16.26
1294,180,101,2024-12-29,41,5.14,0,0.0,210.74
1295,98,104,2024-07-12,25,8.09,5,10.11,192.14
1296,55,45,2023-07-12,31,4.78,0,0.0,148.18
1297,143,99,2024-03-03,24,6.72,20,32.26,129.02
1298,40,74,2023-05-18,43,7.26,0,0.0,312.18
1299,3,19,2023-05-28,42,6.57,0,0.0,275.94
1300,185,125,2023-05-20,43,7.99,5,17.18,326.39
1301,22,36,2024-03-01,42,6.06,20,50.9,203.62
1302,221,117,2024-03-11,45,2.14,10,9.63,86.67
1303,160,47,2024-03-10,30,1.88,10,5.64,50.76
1304,142,116,2023-08-20,25,6.5,0,0.0,162.5
1305,48,109,2024-08-14,39,3.29,0,0.0,128.31
1306,128,61,2023-10-03,46,3.96,10,18.22,163.94
1307,106,140,2023-02-04,37,5.29,0,0.0,195.73
1308,10,146,2024-01-13,31,2.66,15,12.37,70.09
1309,29,149,2023-03-23,31,8.13,15,37.8,214.23
1310,37,135,2023-10-14,49,5.96,20,58.41,233.63
1311,120,133,2024-09-16,6,8.81,10,5.29,47.57
1312,23,63,2024-11-10,31,2.72,15,12.65,71.67
1313,172,20,2024-07-06,44,1.98,15,13.07,74.05
1314,205,149,2023-02-24,20,4.1,10,8.2,73.8
1315,232,88,2023-01-12,35,7.06,20,49.42,197.68
1316,121,117,2024-08-10,33,1.69,5,2.79,52.98
1317,188,85,2023-10-29,27,3.58,0,0.0,96.66
1318,75,43,2024-09-03,3,8.76,15,3.94,22.34
1319,192,78,2024-07-31,47,7.15,20,67.21,268.84
1320,67,16,2024-08-15,41,7.97,5,16.34,310.43
1321,44,147,2023-10-26,4,8.02,15,4.81,27.27
1322,208,7,2023-03-26,19,2.29,5,2.18,41.33
1323,33,130,2023-10-12,5,4.21,20,4.21,16.84
1324,65,34,2023-10-09,40,2.93,0,0.0,117.2
1325,220,66,2023-04-25,1,5.66,15,0.85,4.81
1326,155,45,2023-06-04,38,4.6,15,26.22,148.58
1327,169,115,2023-06-29,24,3.54,20,16.99,67.97
1328,67,61,2024-06-24,32,7.97,0,0.0,255.04
1329,221,9,2023-05-29,22,2.14,0,0.0,47.08
1330,153,40,2024-02-27,32,1.68,20,10.75,43.01
1331,198,99,2024-03-26,16,7.33,15,17.59,99.69
1332,186,43,2023-12-20,14,3.45,10,4.83,43.47
1333,14,68,2023-04-29,49,5.52,20,54.1,216.38
1334,14,43,2024-05-02,30,5.52,5,8.28,157.32
1335,78,122,2024-06-29,48,4.34,20,41.66,166.66
1336,60,98,2024-02-04,44,2.0,15,13.2,74.8
1337,122,68,2024-03-21,10,7.36,10,7.36,66.24
1338,4,74,2024-11-25,29,5.92,5,8.58,163.1
1339,81,136,2023-04-10,44,2.66,0,0.0,117.04
1340,235,137,2024-03-18,41,8.84,0,0.0,362.44
1341,157,70,2023-10-01,22,4.49,0,0.0,98.78
1342,206,26,2024-08-21,17,2.02,15,5.15,29.19
1343,101,119,2023-09-05,50,6.5,15,48.75,276.25
1344,188,50,2024-11-24,34,3.58,0,0.0,121.72
1345,177,47,2023-01-11,21,5.07,10,10.65,95.82
1346,173,3,2024-02-26,5,5.56,0,0.0,27.8
1347,26,135,2024-04-01,7,7.66,15,8.04,45.58
1348,90,57,2023-09-15,47,4.64,0,0.0,218.08
1349,50,9,2023-04-05,2,8.83,10,1.77,15.89
1350,15,56,2023-05-05,39,5.63,15,32.94,186.63
1351,182,31,2024-09-11,6,7.8,20,9.36,37.44
1352,34,97,2024-10-25,43,2.18,20,18.75,74.99
1353,145,48,2023-07-08,8,6.57,15,7.88,44.68
1354,65,76,2023-03-19,30,2.93,15,13.19,74.71
1355,164,117,2024-03-13,18,8.22,20,29.59,118.37
1356,178,83,2023-03-17,17,7.14,0,0.0,121.38
1357,71,16,2023-12-07,25,2.55,5,3.19,60.56
1358,16,67,2024-03-27,17,5.82,0,0.0,98.94
1359,18,126,2024-02-07,13,8.88,10,11.54,103.9
1360,46,126,2024-07-07,7,5.99,0,0.0,41.93
1361,197,111,2024-10-20,14,6.04,10,8.46,76.1
1362,28,114,2023-04-16,46,3.09,0,0.0,142.14
1363,9,19,2023-09-14,5,6.73,10,3.37,30.28
1364,199,115,2023-06-02,2,2.31,5,0.23,4.39
1365,168,1,2024-02-04,3,2.08,15,0.94,5.3
1366,69,39,2024-02-05,45,7.5,0,0.0,337.5
1367,148,1,2024-05-17,33,4.98,15,24.65,139.69
1368,123,112,2023-03-13,26,3.5,20,18.2,72.8
1369,139,58,2024-12-06,1,4.23,5,0.21,4.02
1370,210,124,2024-07-02,8,7.0,10,5.6,50.4
1371,240,92,2023-11-07,22,2.27,15,7.49,42.45
1372,103,15,2023-04-03,41,3.48,15,21.4,121.28
1373,94,137,2024-04-15,22,3.87,0,0.0,85.14
1374,195,75,2023-06-30,42,5.72,0,0.0,240.24
1375,142,11,2023-07-15,25,6.5,15,24.38,138.12
1376,77,100,2024-12-06,7,7.98,15,8.38,47.48
1377,92,125,2024-03-24,6,3.29,15,2.96,16.78
1378,189,49,2023-07-17,9,7.75,0,0.0,69.75
1379,7,62,2023-03-06,32,3.15,5,5.04,95.76
1380,203,139,2024-05-26,42,2.26,0,0.0,94.92
1381,137,116,2023-12-14,2,3.41,0,0.0,6.82
1382,15,87,2024-02-20,47,5.63,0,0.0,264.61
1383,31,55,2024-06-19,42,7.08,15,44.6,252.76
1384,118,138,2024-08-16,10,8.79,15,13.18,74.72
1385,60,19,2023-05-25,3,2.0,15,0.9,5.1
1386,126,5,2023-02-16,31,3.79,10,11.75,105.74
1387,63,34,2024-10-09,1,6.92,0,0.0,6.92
1388,13,79,2024-09-17,7,7.55,5,2.64,50.21
1389,44,17,2024-05-24,7,8.02,0,0.0,56.14
1390,153,57,2023-07-27,5,1.68,20,1.68,6.72
1391,110,87,2024-02-16,48,7.05,15,50.76,287.64
1392,84,31,2024-07-12,44,5.88,10,25.87,232.85
1393,36,83,2023-02-16,14,5.97,20,16.72,66.86
1394,152,45,2023-05-04,22,3.18,0,0.0,69.96
1395,71,37,2023-06-22,49,2.55,5,6.25,118.7
1396,179,95,2024-03-25,36,5.16,0,0.0,185.76
1397,63,149,2023-04-13,3,6.92,0,0.0,20.76
1398,203,97,2023-01-17,50,2.26,0,0.0,113.0
1399,226,125,2023-01-08,6,3.79,0,0.0,22.74
1400,46,23,2024-08-30,46,5.99,15,41.33,234.21
1401,228,73,2024-05-02,27,4.69,15,18.99,107.64
1402,178,33,2024-10-17,14,7.14,0,0.0,99.96
1403,70,134,2023-09-02,29,2.94,5,4.26,81.0
1404,241,45,2023-02-08,40,5.02,15,30.12,170.68
1405,153,47,2024-09-18,46,1.68,5,3.86,73.42
1406,23,78,2023-01-05,23,2.72,5,3.13,59.43
1407,143,61,2024-06-26,13,6.72,0,0.0,87.36
1408,25,93,2024-06-03,49,6.63,10,32.49,292.38
1409,57,119,2024-11-06,50,4.03,15,30.23,171.27
1410,54,71,2023-04-26,4,6.84,0,0.0,27.36
1411,204,39,2024-04-30,44,7.46,20,65.65,262.59
1412,128,46,2023-02-14,11,3.96,15,6.53,37.03
1413,14,94,2024-03-21,19,5.52,0,0.0,104.88
1414,65,86,2024-04-09,40,2.93,20,23.44,93.76
1415,12,27,2024-07-04,48,7.85,0,0.0,376.8
1416,46,41,2024-06-11,2,5.99,5,0.6,11.38
1417,30,19,2024-03-31,16,2.57,15,6.17,34.95
1418,152,149,2023-07-23,21,3.18,5,3.34,63.44
1419,192,84,2023-04-23,15,7.15,20,21.45,85.8
1420,84,59,2024-02-27,7,5.88,0,0.0,41.16
1421,223,52,2023-03-17,25,6.34,0,0.0,158.5
1422,121,150,2024-03-22,32,1.69,0,0.0,54.08
1423,38,56,2023-07-02,40,8.77,5,17.54,333.26
1424,100,96,2023-07-18,9,6.08,5,2.74,51.98
1425,162,92,2023-12-10,18,8.62,0,0.0,155.16
1426,33,9,2023-03-03,45,4.21,10,18.95,170.5
1427,72,35,2024-04-21,8,4.97,20,7.95,31.81
1428,118,108,2023-12-18,11,8.79,20,19.34,77.35
1429,57,76,2024-10-15,39,4.03,0,0.0,157.17
1430,157,44,2023-08-24,37,4.49,10,16.61,149.52
1431,23,106,2023-08-10,34,2.72,5,4.62,87.86
1432,152,122,2023-01-15,30,3.18,0,0.0,95.4
1433,187,110,2023-09-10,48,4.91,20,47.14,188.54
1434,64,84,2023-08-16,28,3.32,10,9.3,83.66
1435,229,39,2024-03-03,37,4.14,0,0.0,153.18
1436,12,11,2024-05-31,31,7.85,15,36.5,206.85
1437,9,109,2024-05-05,34,6.73,5,11.44,217.38
1438,208,26,2023-09-04,29,2.29,5,3.32,63.09
1439,22,143,2024-12-10,49,6.06,0,0.0,296.94
1440,188,105,2024-01-03,14,3.58,0,0.0,50.12
1441,76,62,2023-01-17,42,4.54,0,0.0,190.68
1442,123,79,2024-04-15,11,3.5,15,5.78,32.72
1443,220,147,2023-01-25,48,5.66,10,27.17,244.51
1444,117,119,2024-12-21,50,4.15,0,0.0,207.5
1445,104,48,2024-04-20,24,3.54,15,12.74,72.22
1446,181,1,2024-01-30,41,6.51,0,0.0,266.91
1447,229,86,2023-10-31,34,4.14,0,0.0,140.76
1448,110,70,2024-07-09,45,7.05,10,31.73,285.52
1449,148,54,2024-09-27,44,4.98,0,0.0,219.12
1450,226,86,2024-06-11,48,3.79,0,0.0,181.92
1451,243,94,2024-01-28,4,8.55,0,0.0,34.2
1452,94,120,2024-01-10,40,3.87,0,0.0,154.8
1453,94,45,2024-12-22,42,3.87,10,16.25,146.29
1454,18,144,2023-07-29,46,8.88,20,81.7,326.78
1455,36,86,2023-04-27,16,5.97,10,9.55,85.97
1456,167,123,2024-08-17,48,6.19,20,59.42,237.7
1457,224,54,2023-08-19,49,7.44,15,54.68,309.88
1458,83,91,2024-11-27,18,7.1,10,12.78,115.02
1459,109,71,2024-01-17,4,6.27,0,0.0,25.08
1460,89,116,2024-06-23,32,5.84,10,18.69,168.19
1461,213,32,2024-06-28,31,3.91,15,18.18,103.03
1462,174,137,2024-09-27,19,3.05,5,2.9,55.05
1463,95,17,2023-03-31,13,4.93,5,3.2,60.89
1464,21,101,2023-03-20,12,6.52,0,0.0,78.24
1465,28,43,2024-12-14,18,3.09,0,0.0,55.62
1466,38,128,2023-07-29,10,8.77,20,17.54,70.16
1467,134,6,2024-11-29,19,6.96,5,6.61,125.63
1468,139,34,2024-03-06,31,4.23,0,0.0,131.13
1469,114,6,2023-03-06,19,4.72,0,0.0,89.68
1470,6,60,2023-12-10,34,5.7,15,29.07,164.73
1471,106,149,2024-10-23,22,5.29,15,17.46,98.92
1472,202,84,2024-11-12,32,5.93,10,18.98,170.78
1473,179,136,2024-04-13,36,5.16,5,9.29,176.47
1474,78,146,2023-11-10,9,4.34,20,7.81,31.25
1475,44,67,2024-01-16,15,8.02,5,6.01,114.29
1476,74,13,2023-10-19,10,1.88,0,0.0,18.8
1477,117,43,2024-12-29,40,4.15,0,0.0,166.0
1478,138,74,2024-12-26,12,1.51,0,0.0,18.12
1479,178,40,2023-04-30,11,7.14,0,0.0,78.54
1480,11,82,2024-03-27,37,2.19,0,0.0,81.03
1481,67,95,2024-07-29,12,7.97,0,0.0,95.64
1482,182,9,2023-12-19,43,7.8,0,0.0,335.4
1483,38,96,2023-06-16,29,8.77,10,25.43,228.9
1484,137,78,2024-02-19,8,3.41,0,0.0,27.28
1485,239,128,2024-04-14,50,6.72,0,0.0,336.0
1486,238,82,2024-07-13,10,3.55,0,0.0,35.5
1487,130,85,2023-10-30,42,6.59,15,41.52,235.26
1488,122,75,2024-11-13,49,7.36,10,36.06,324.58
1489,38,145,2023-12-13,47,8.77,5,20.61,391.58
1490,177,29,2023-02-11,47,5.07,5,11.91,226.38
1491,36,142,2023-01-26,8,5.97,0,0.0,47.76
1492,103,57,2023-04-05,29,3.48,0,0.0,100.92
1493,84,15,2023-07-19,39,5.88,15,34.4,194.92
1494,150,135,2023-10-12,15,6.43,20,19.29,77.16
1495,51,6,2024-04-01,6,2.46,10,1.48,13.28
1496,174,23,2023-07-19,33,3.05,5,5.03,95.62
1497,126,82,2024-06-07,39,3.79,10,14.78,133.03
1498,242,15,2024-02-12,43,2.88,0,0.0,123.84
1499,38,110,2024-01-17,24,8.77,5,10.52,199.96
1500,4,73,2023-11-12,23,5.92,0,0.0,136.16
1501,115,144,2024-03-30,6,4.23,0,0.0,25.38
1502,190,107,2023-06-17,29,7.11,0,0.0,206.19
1503,207,109,2023-05-23,47,1.59,5,3.74,70.99
1504,214,23,2023-11-07,10,3.59,0,0.0,35.9
1505,122,135,2024-08-27,22,7.36,0,0.0,161.92
1506,194,97,2024-02-24,6,3.29,0,0.0,19.74
1507,164,70,2024-07-23,27,8.22,0,0.0,221.94
1508,119,146,2023-07-24,49,8.43,0,0.0,413.07
1509,48,98,2024-05-17,19,3.29,10,6.25,56.26
1510,11,78,2024-05-20,38,2.19,0,0.0,83.22
1511,144,119,2023-01-03,15,2.94,0,0.0,44.1
1512,40,68,2024-10-13,20,7.26,15,21.78,123.42
1513,121,32,2023-10-22,42,1.69,15,10.65,60.33
1514,107,46,2024-10-22,32,2.19,15,10.51,59.57
1515,63,8,2023-10-11,8,6.92,20,11.07,44.29
1516,127,18,2024-01-06,39,1.68,15,9.83,55.69
1517,149,124,2023-09-22,37,5.33,5,9.86,187.35
1518,161,122,2023-05-03,45,4.92,20,44.28,177.12
1519,96,132,2023-01-18,47,2.05,10,9.63,86.72
1520,217,67,2023-03-01,11,2.86,10,3.15,28.31
1521,38,82,2023-05-19,30,8.77,15,39.46,223.64
1522,92,42,2024-01-05,4,3.29,0,0.0,13.16
1523,108,92,2023-10-26,4,1.83,0,0.0,7.32
1524,136,20,2024-10-05,33,4.39,0,0.0,144.87
1525,47,25,2023-06-21,39,2.34,20,18.25,73.01
1526,140,83,2024-12-02,21,6.17,20,25.91,103.66
1527,205,78,2024-12-15,18,4.1,15,11.07,62.73
1528,177,93,2024-08-16,7,5.07,10,3.55,31.94
1529,91,37,2024-06-14,1,8.5,0,0.0,8.5
1530,73,96,2024-02-26,50,7.55,5,18.88,358.62
1531,88,42,2023-06-08,7,2.4,0,0.0,16.8
1532,129,57,2024-07-26,13,4.13,20,10.74,42.95
1533,158,135,2024-07-18,35,8.19,15,43.0,243.65
1534,180,30,2023-03-20,27,5.14,5,6.94,131.84
1535,30,34,2023-12-23,2,2.57,5,0.26,4.88
1536,80,93,2024-03-28,9,4.67,20,8.41,33.62
1537,228,134,2023-06-26,49,4.69,0,0.0,229.81
1538,182,78,2023-05-02,2,7.8,15,2.34,13.26
1539,57,33,2024-12-05,45,4.03,0,0.0,181.35
1540,59,79,2023-05-14,9,6.8,0,0.0,61.2
1541,21,109,2023-04-25,45,6.52,20,58.68,234.72
1542,20,5,2024-03-17,50,2.72,5,6.8,129.2
1543,11,51,2024-11-06,7,2.19,0,0.0,15.33
1544,132,16,2023-09-17,31,2.84,0,0.0,88.04
1545,12,17,2023-01-11,20,7.85,15,23.55,133.45
1546,194,25,2023-07-30,8,3.29,10,2.63,23.69
1547,151,52,2023-12-26,12,2.2,15,3.96,22.44
1548,8,24,2023-10-12,10,7.56,20,15.12,60.48
1549,243,149,2023-06-14,23,8.55,0,0.0,196.65
1550,219,129,2024-09-19,50,8.09,15,60.67,343.83
1551,62,130,2023-04-12,37,6.51,0,0.0,240.87
1552,210,149,2024-06-25,49,7.0,0,0.0,343.0
1553,56,50,2024-07-04,19,2.41,0,0.0,45.79
1554,2,26,2024-12-25,14,3.17,10,4.44,39.94
1555,122,94,2023-07-09,45,7.36,10,33.12,298.08
1556,113,28,2023-12-30,12,5.59,20,13.42,53.66
1557,98,109,2023-08-22,14,8.09,10,11.33,101.93
1558,105,29,2023-05-07,49,6.87,0,0.0,336.63
1559,120,29,2024-05-22,34,8.81,0,0.0,299.54
1560,196,93,2024-07-24,46,6.74,0,0.0,310.04
1561,185,11,2024-05-20,6,7.99,0,0.0,47.94
1562,30,99,2024-09-06,19,2.57,5,2.44,46.39
1563,189,80,2024-03-30,44,7.75,20,68.2,272.8
1564,58,142,2024-03-14,27,5.91,0,0.0,159.57
1565,49,18,2024-01-12,31,2.14,15,9.95,56.39
1566,46,4,2024-11-19,44,5.99,5,13.18,250.38
1567,27,102,2024-11-05,29,3.51,10,10.18,91.61
1568,174,22,2024-02-09,8,3.05,0,0.0,24.4
1569,103,27,2023-03-08,48,3.48,0,0.0,167.04
1570,94,51,2024-09-01,22,3.87,0,0.0,85.14
1571,217,104,2024-03-10,8,2.86,0,0.0,22.88
1572,186,128,2024-12-31,18,3.45,20,12.42,49.68
1573,197,149,2024-10-21,38,6.04,0,0.0,229.52
1574,242,103,2024-11-13,23,2.88,5,3.31,62.93
1575,155,104,2023-10-13,32,4.6,10,14.72,132.48
1576,38,117,2023-09-14,7,8.77,0,0.0,61.39
1577,126,128,2023-05-18,15,3.79,15,8.53,48.32
1578,8,26,2023-03-11,48,7.56,0,0.0,362.88
1579,128,7,2024-09-11,12,3.96,5,2.38,45.14
1580,174,84,2024-09-28,10,3.05,0,0.0,30.5
1581,160,25,2024-11-07,49,1.88,0,0.0,92.12
1582,193,134,2024-04-22,50,7.79,5,19.48,370.02
1583,52,76,2024-05-17,43,3.49,5,7.5,142.57
1584,130,67,2024-07-07,35,6.59,0,0.0,230.65
1585,140,5,2024-03-16,49,6.17,0,0.0,302.33
1586,226,31,2023-11-19,25,3.79,5,4.74,90.01
1587,219,97,2023-02-06,29,8.09,5,11.73,222.88
1588,9,46,2023-11-07,36,6.73,15,36.34,205.94
1589,227,43,2023-05-18,32,5.04,5,8.06,153.22
1590,80,100,2023-04-23,32,4.67,20,29.89,119.55
1591,146,126,2024-12-02,43,4.54,10,19.52,175.7
1592,139,147,2024-07-29,31,4.23,5,6.56,124.57
1593,219,41,2024-02-05,33,8.09,0,0.0,266.97
1594,68,127,2024-09-23,38,1.95,5,3.71,70.39
1595,174,91,2023-11-25,50,3.05,0,0.0,152.5
1596,16,8,2023-05-12,38,5.82,0,0.0,221.16
1597,215,94,2024-08-20,23,7.12,20,32.75,131.01
1598,7,88,2024-03-14,25,3.15,0,0.0,78.75
1599,89,92,2023-02-27,27,5.84,0,0.0,157.68
1600,170,63,2024-10-25,16,2.54,0,0.0,40.64
1601,80,22,2023-11-09,45,4.67,0,0.0,210.15
1602,30,87,2024-07-05,11,2.57,0,0.0,28.27
1603,84,10,2024-03-08,30,5.88,15,26.46,149.94
1604,146,132,2023-01-21,27,4.54,0,0.0,122.58
1605,179,121,2023-11-21,38,5.16,0,0.0,196.08
1606,97,147,2024-08-09,25,2.49,0,0.0,62.25
1607,26,126,2024-11-22,7,7.66,15,8.04,45.58
1608,53,87,2024-11-14,32,8.72,10,27.9,251.14
1609,87,43,2024-01-08,40,6.56,0,0.0,262.4
1610,112,52,2023-03-19,32,8.58,15,41.18,233.38
1611,216,138,2023-09-29,14,4.02,0,0.0,56.28
1612,13,77,2023-08-20,37,7.55,5,13.97,265.38
1613,160,24,2024-08-15,46,1.88,20,17.3,69.18
1614,25,87,2024-08-03,18,6.63,0,0.0,119.34
1615,206,136,2023-08-03,31,2.02,5,3.13,59.49
1616,89,20,2023-11-06,42,5.84,20,49.06,196.22
1617,130,77,2024-07-06,28,6.59,15,27.68,156.84
1618,81,52,2023-09-15,27,2.66,5,3.59,68.23
1619,160,132,2024-07-14,30,1.88,15,8.46,47.94
1620,47,5,2024-06-12,41,2.34,15,14.39,81.55
1621,221,48,2023-08-07,37,2.14,5,3.96,75.22
1622,170,120,2024-06-29,18,2.54,15,6.86,38.86
1623,208,112,2024-10-03,37,2.29,15,12.71,72.02
1624,16,134,2024-04-18,13,5.82,0,0.0,75.66
1625,38,62,2024-12-02,10,8.77,15,13.15,74.55
1626,196,77,2023-11-23,28,6.74,5,9.44,179.28
1627,221,17,2024-02-27,41,2.14,0,0.0,87.74
1628,69,74,2023-09-20,42,7.5,0,0.0,315.0
1629,176,61,2023-04-27,26,7.92,0,0.0,205.92
1630,39,50,2023-11-14,2,6.61,0,0.0,13.22
1631,119,125,2024-03-08,36,8.43,5,15.17,288.31
1632,166,10,2023-10-07,13,7.24,0,0.0,94.12
1633,35,8,2023-10-12,17,2.64,20,8.98,35.9
1634,169,141,2023-02-13,12,3.54,15,6.37,36.11
1635,185,125,2023-03-27,2,7.99,0,0.0,15.98
1636,81,77,2024-01-08,5,2.66,5,0.67,12.63
1637,172,24,2023-05-24,26,1.98,20,10.3,41.18
1638,61,29,2024-05-27,37,2.03,15,11.27,63.84
1639,239,31,2024-08-17,34,6.72,15,34.27,194.21
1640,199,135,2023-04-03,17,2.31,5,1.96,37.31
1641,61,32,2023-11-17,50,2.03,20,20.3,81.2
1642,85,150,2023-08-30,48,1.93,5,4.63,88.01
1643,240,109,2023-04-20,14,2.27,0,0.0,31.78
1644,45,55,2024-02-23,18,2.64,5,2.38,45.14
1645,66,15,2024-01-19,32,4.15,10,13.28,119.52
1646,180,29,2024-03-09,21,5.14,10,10.79,97.15
1647,122,64,2023-05-29,18,7.36,20,26.5,105.98
1648,93,122,2023-11-12,46,6.53,0,0.0,300.38
1649,6,9,2023-02-25,48,5.7,15,41.04,232.56
1650,177,62,2024-01-29,17,5.07,10,8.62,77.57
1651,80,93,2024-07-01,44,4.67,0,0.0,205.48
1652,222,61,2023-01-09,29,5.16,5,7.48,142.16
1653,233,101,2023-04-03,17,2.93,0,0.0,49.81
1654,240,61,2023-06-14,20,2.27,0,0.0,45.4
1655,235,113,2024-10-21,41,8.84,0,0.0,362.44
1656,105,9,2023-03-24,18,6.87,20,24.73,98.93
1657,211,126,2024-02-27,31,6.11,15,28.41,161.0
1658,238,86,2023-04-13,46,3.55,5,8.16,155.14
1659,212,42,2024-06-02,45,4.98,0,0.0,224.1
1660,17,91,2024-07-14,27,1.84,10,4.97,44.71
1661,189,84,2023-01-29,30,7.75,15,34.88,197.62
1662,196,14,2023-07-08,42,6.74,15,42.46,240.62
1663,162,114,2023-01-04,42,8.62,0,0.0,362.04
1664,103,52,2023-11-18,41,3.48,0,0.0,142.68
1665,148,22,2023-09-13,8,4.98,0,0.0,39.84
1666,133,34,2024-02-25,39,2.31,15,13.51,76.58
1667,203,82,2023-05-17,29,2.26,5,3.28,62.26
1668,67,45,2023-12-02,44,7.97,10,35.07,315.61
1669,205,73,2024-02-29,13,4.1,0,0.0,53.3
1670,95,47,2024-08-07,26,4.93,5,6.41,121.77
1671,58,6,2024-10-24,2,5.91,10,1.18,10.64
1672,157,59,2023-07-23,6,4.49,5,1.35,25.59
1673,68,44,2024-09-24,4,1.95,5,0.39,7.41
1674,110,67,2024-01-12,10,7.05,0,0.0,70.5
1675,44,146,2024-06-22,8,8.02,0,0.0,64.16
1676,112,117,2023-05-02,44,8.58,5,18.88,358.64
1677,58,53,2023-09-30,13,5.91,20,15.37,61.46
1678,74,127,2024-03-17,25,1.88,0,0.0,47.0
1679,220,53,2023-10-17,39,5.66,0,0.0,220.74
1680,187,49,2024-02-23,27,4.91,0,0.0,132.57
1681,203,38,2023-09-26,2,2.26,0,0.0,4.52
1682,61,116,2024-08-19,16,2.03,0,0.0,32.48
1683,176,118,2024-04-25,6,7.92,0,0.0,47.52
1684,35,83,2024-12-04,45,2.64,5,5.94,112.86
1685,55,99,2024-09-03,46,4.78,5,10.99,208.89
1686,66,19,2023-03-02,7,4.15,10,2.91,26.14
1687,14,86,2023-12-29,16,5.52,5,4.42,83.9
1688,156,12,2024-05-31,1,6.88,0,0.0,6.88
1689,159,98,2024-11-18,20,3.14,5,3.14,59.66
1690,95,34,2024-08-17,36,4.93,0,0.0,177.48
1691,46,67,2024-05-19,11,5.99,10,6.59,59.3
1692,239,87,2023-04-02,30,6.72,0,0.0,201.6
1693,82,136,2023-09-24,28,8.76,0,0.0,245.28
1694,30,81,2024-05-26,3,2.57,0,0.0,7.71
1695,224,72,2024-03-16,48,7.44,0,0.0,357.12
1696,73,68,2023-09-28,40,7.55,20,60.4,241.6
1697,133,81,2023-11-20,28,2.31,0,0.0,64.68
1698,189,126,2024-07-23,49,7.75,0,0.0,379.75
1699,219,113,2023-06-02,4,8.09,0,0.0,32.36
1700,14,59,2024-04-26,12,5.52,0,0.0,66.24
1701,67,42,2024-03-22,46,7.97,5,18.33,348.29
1702,30,127,2024-01-01,3,2.57,5,0.39,7.32
1703,182,144,2024-05-19,32,7.8,5,12.48,237.12
1704,29,38,2023-04-06,8,8.13,0,0.0,65.04
1705,53,73,2023-06-22,12,8.72,20,20.93,83.71
1706,192,131,2024-11-10,18,7.15,10,12.87,115.83
1707,150,55,2024-06-22,38,6.43,0,0.0,244.34
1708,197,147,2023-03-20,12,6.04,5,3.62,68.86
1709,64,128,2023-12-03,44,3.32,0,0.0,146.08
1710,7,73,2023-05-05,44,3.15,15,20.79,117.81
1711,101,96,2023-11-28,38,6.5,0,0.0,247.0
1712,40,8,2024-12-25,6,7.26,5,2.18,41.38
1713,169,123,2023-10-03,30,3.54,15,15.93,90.27
1714,153,2,2024-11-02,22,1.68,0,0.0,36.96
1715,160,116,2024-08-05,21,1.88,15,5.92,33.56
1716,34,55,2024-10-21,4,2.18,20,1.74,6.98
1717,73,83,2023-03-14,4,7.55,15,4.53,25.67
